short_ma,short_ma_length,long_ma,long_ma_length,rsi_length,rsi_threshold,total_final_balance
ema,55,ema,60,3,40,1970366.7566900414
sma,75,ema,120,7,25,1969869.5851793853
sma,5,ema,60,14,45,1969399.067049105
sma,105,ema,240,7,40,1969234.767270772
sma,70,ema,95,14,40,1968381.3249720898
sma,65,ema,90,7,30,1968217.2872207363
sma,55,ema,100,3,15,1965424.2410022565
sma,65,sma,110,14,40,1964810.5131298557
sma,5,ema,35,7,45,1964705.8959016642
ema,60,sma,95,3,25,1963410.265394009
sma,50,ema,75,14,40,1962482.963431471
sma,45,ema,55,7,20,1960748.0977713305
ema,40,ema,80,3,35,1960179.8946080317
sma,70,sma,85,14,35,1958865.7038130043
sma,65,sma,100,14,10,1958519.5783793903
sma,80,ema,120,7,10,1958141.9645293253
sma,20,ema,120,3,20,1957041.6855479453
sma,85,sma,90,3,30,1956552.04916206
sma,5,ema,35,3,45,1956277.1394820737
sma,5,ema,35,7,40,1956184.4486184295
sma,95,sma,100,7,35,1955793.7331450935
sma,65,sma,100,14,15,1955618.0225170846
sma,55,ema,75,14,25,1954461.4991628777
ema,5,sma,55,14,40,1954239.0332262705
ema,55,sma,110,3,25,1952413.3464644076
sma,65,sma,100,14,30,1952245.1212122368
ema,40,sma,110,7,45,1948841.5219589826
ema,20,sma,95,3,30,1948194.1287235373
sma,50,ema,65,14,15,1946753.003757542
ema,80,sma,120,3,45,1944193.865150821
sma,65,sma,100,14,35,1944156.1743706658
sma,45,ema,65,3,35,1943962.2127594568
ema,10,ema,120,3,45,1943581.5155585124
sma,75,ema,120,7,30,1943578.7157730442
sma,75,sma,120,3,30,1943436.9543367936
sma,60,sma,105,7,20,1942949.438558831
sma,55,ema,70,14,25,1942606.8374140617
sma,5,ema,50,14,40,1942571.4366394354
sma,55,ema,95,14,40,1942332.308060069
sma,10,sma,65,3,45,1940678.7305581088
sma,5,ema,65,14,45,1939571.083157905
sma,60,ema,110,7,35,1939037.005528447
sma,10,sma,105,3,45,1935747.0894211957
ema,55,sma,110,7,45,1935671.1632198049
sma,70,sma,105,3,35,1934209.6354655463
sma,95,sma,120,7,45,1933028.1694179275
ema,55,sma,80,7,45,1932454.1939819574
sma,75,sma,110,3,10,1932311.3269536684
sma,50,ema,70,3,20,1931710.6237998167
sma,60,ema,90,14,45,1930885.8237430402
sma,50,sma,55,3,45,1929891.9763713104
sma,55,ema,75,14,35,1929675.4359505626
sma,55,ema,95,14,35,1928250.066260521
ema,10,ema,120,3,40,1925771.3076467384
sma,65,ema,85,14,30,1925646.3729910995
sma,15,sma,100,7,45,1924865.7633602167
ema,60,sma,110,3,20,1924863.0039217914
sma,55,ema,85,3,30,1924280.0488843382
sma,65,ema,85,14,35,1923100.7580113003
sma,55,ema,75,14,40,1921507.138197337
sma,5,sma,50,14,45,1920219.8004106795
ema,50,sma,120,3,45,1919773.3392522242
ema,30,sma,120,3,30,1919427.2210136687
sma,55,ema,90,7,30,1919094.9835218207
sma,75,ema,110,14,20,1918715.223806439
ema,10,ema,40,14,45,1918682.3674234324
sma,10,sma,65,3,40,1917738.9428077005
sma,75,ema,110,14,25,1916471.566934613
ema,15,sma,105,3,20,1916361.070188078
sma,60,sma,105,7,30,1913947.9661319135
sma,105,ema,240,7,45,1913728.5314331446
ema,100,ema,120,3,25,1912986.2955669037
ema,60,sma,95,3,40,1910070.6408385253
sma,10,ema,15,3,10,1910006.0140545166
sma,60,sma,105,3,45,1909417.7419527161
sma,75,sma,110,3,20,1907826.4148310751
sma,70,ema,95,14,20,1907657.6650281106
sma,35,sma,120,3,35,1907022.251415399
sma,30,ema,60,3,30,1906718.0069224297
sma,55,ema,100,14,45,1906258.837007974
sma,50,ema,75,14,45,1905412.6726847023
sma,45,ema,75,7,40,1904317.0439776215
ema,95,sma,120,3,40,1904232.1031329816
sma,50,ema,65,14,20,1902446.534438795
ema,25,ema,110,7,45,1902195.450789875
ema,40,ema,80,7,45,1901446.3175694637
ema,15,ema,105,3,45,1900274.897700695
sma,85,sma,90,3,20,1899180.02267196
sma,5,ema,40,7,45,1898867.9765840902
sma,30,ema,55,7,45,1898602.343950119
sma,95,sma,120,7,40,1898249.8376317483
sma,45,sma,55,3,40,1897255.6232854663
sma,70,sma,85,3,40,1897130.822646597
sma,45,ema,55,14,30,1895190.767221865
sma,85,sma,90,3,40,1895132.5170833664
sma,80,ema,120,7,15,1894967.443767798
sma,75,ema,110,14,10,1894571.1457719156
ema,5,ema,30,14,40,1894527.6200536573
sma,50,ema,75,14,35,1893648.1102736006
sma,85,sma,90,3,15,1892751.1391025288
ema,5,ema,45,14,40,1892725.1392719543
sma,50,ema,70,3,35,1892287.020835214
ema,105,ema,120,3,20,1891433.720126839
sma,55,ema,65,7,25,1888531.6067208406
ema,75,sma,120,3,45,1888515.6757526656
sma,50,sma,55,3,35,1887838.1194809151
sma,5,sma,70,14,40,1887835.8166618529
ema,15,sma,105,3,10,1887043.0773638275
sma,25,ema,85,3,40,1886875.8357110387
ema,70,sma,110,7,45,1886834.5904428167
ema,50,sma,110,7,45,1885913.445597153
ema,35,sma,70,3,35,1885517.2137068193
sma,40,sma,90,3,45,1885315.415524847
ema,45,ema,75,3,35,1884561.4051370996
ema,20,sma,95,3,25,1883667.7501257793
sma,60,ema,80,14,30,1883464.3532263716
sma,75,sma,110,3,25,1882728.6027280483
ema,5,ema,20,14,40,1877860.8348649016
sma,55,ema,100,3,20,1877185.4142085451
ema,35,sma,70,3,40,1877013.855735597
ema,70,sma,85,14,45,1875946.9964481415
sma,5,sma,60,14,45,1875596.1865893563
sma,65,ema,85,7,25,1875156.2573053278
sma,20,ema,120,3,35,1875100.6290984624
sma,65,ema,110,14,45,1873263.599998061
sma,70,ema,95,7,10,1872148.9862788538
sma,80,ema,120,14,30,1871461.079837895
ema,70,sma,120,3,40,1871273.0963111632
sma,45,sma,95,3,30,1870940.704746627
sma,60,ema,70,14,15,1870915.2274599082
ema,15,sma,105,3,15,1870785.9868918818
sma,10,sma,105,3,40,1870004.1866723895
sma,50,sma,55,7,30,1869985.8412853375
sma,5,ema,35,3,40,1869852.4564750677
sma,60,ema,80,14,35,1869755.6086419362
sma,75,sma,110,3,15,1869714.2444207137
sma,5,ema,45,7,40,1868369.5330336338
sma,50,ema,85,3,25,1868095.4711659295
sma,5,ema,40,7,40,1867771.7462648589
sma,55,ema,90,7,25,1867303.714064944
sma,60,sma,105,7,25,1866958.9878857485
ema,65,sma,100,3,30,1866375.5530743736
sma,55,ema,105,7,40,1866019.5081326668
ema,20,sma,95,3,20,1864850.513184273
sma,70,sma,85,3,20,1864411.3674380174
sma,5,sma,15,14,40,1863906.7328894064
sma,70,ema,95,14,25,1860991.7670849964
sma,50,ema,70,14,10,1860204.948641028
ema,50,sma,120,3,35,1859526.4177398034
sma,50,ema,85,3,30,1859195.660466429
sma,70,sma,110,3,25,1859098.0954550453
sma,35,sma,40,14,40,1857322.4823161839
ema,15,ema,105,3,35,1856849.8142524567
sma,55,ema,90,7,35,1856531.846030261
sma,80,ema,120,14,15,1856139.3655935484
ema,75,sma,120,3,40,1856111.8862934196
sma,75,ema,110,14,15,1855490.8498898344
sma,70,ema,95,7,15,1855355.8478107345
sma,60,ema,110,7,40,1854847.4465764745
ema,45,ema,75,3,45,1854188.8964729018
ema,5,sma,35,14,40,1853165.14852993
ema,10,ema,25,14,40,1853129.2736871964
ema,30,sma,120,3,20,1852478.0259160046
sma,50,ema,65,3,20,1851507.29414852
ema,85,sma,120,3,20,1851388.3217358154
ema,20,sma,95,3,45,1850751.7369308227
sma,15,sma,105,3,20,1850481.9308097675
sma,45,ema,55,7,25,1850147.7665572723
sma,65,ema,85,14,25,1850011.3826539505
sma,25,ema,85,3,30,1849807.9941697689
sma,85,sma,90,3,10,1849668.1358752227
ema,15,sma,100,3,25,1848907.8111246694
sma,110,ema,240,14,35,1848767.8726051594
ema,35,ema,90,3,40,1848567.5765256295
sma,70,sma,85,3,15,1848307.3695282633
ema,110,ema,120,3,20,1848150.1803313533
ema,5,sma,65,14,40,1847504.1721848256
ema,35,ema,90,3,45,1847364.4704878977
sma,105,sma,110,7,35,1846665.7001701707
sma,55,ema,85,7,35,1846330.4907990582
sma,10,sma,65,3,35,1846035.1490472136
ema,95,sma,120,3,30,1844800.987844067
sma,10,sma,15,7,25,1843627.8265766227
sma,55,ema,70,14,35,1842902.344469038
ema,70,sma,85,14,40,1840440.475963057
sma,60,ema,120,7,25,1840319.0649981247
ema,95,sma,120,3,35,1839674.8337625698
sma,30,ema,55,7,35,1839616.021752409
sma,50,ema,85,3,35,1838691.3512325084
sma,50,ema,75,3,40,1837057.9207902106
ema,65,sma,100,3,35,1836394.01579692
ema,15,sma,105,7,45,1835734.3524146217
sma,50,ema,75,7,35,1835190.2006743331
sma,55,sma,60,14,45,1833226.3250043239
ema,105,ema,120,3,15,1831554.7937484712
ema,5,ema,60,14,45,1830964.2615178637
sma,70,sma,85,3,25,1830622.6652173721
sma,60,ema,120,3,15,1830274.3450896544
sma,20,ema,120,3,25,1829707.3323873791
sma,65,ema,85,14,40,1829704.3229441112
ema,100,ema,120,3,30,1829574.1771500004
sma,30,ema,60,3,25,1829330.9999194953
ema,110,ema,120,3,15,1829275.3725742165
sma,60,ema,120,3,20,1827218.2687636367
sma,80,ema,120,14,10,1825760.1225893595
ema,15,ema,105,3,40,1824981.7358013368
sma,60,ema,120,14,30,1824668.2656844235
sma,70,ema,120,3,15,1824628.8204741036
sma,50,sma,55,3,25,1823411.7008107963
sma,55,ema,75,7,15,1822921.179401076
ema,5,sma,65,14,35,1821344.3620224085
sma,70,ema,95,7,35,1820893.3222283216
sma,85,sma,90,3,25,1820710.5413384184
ema,15,sma,100,3,10,1820504.6643001018
sma,25,ema,90,3,35,1820144.1856924905
sma,70,ema,100,14,15,1819586.197304589
sma,60,ema,120,14,45,1819548.2549193967
ema,10,sma,15,14,40,1819293.2846076628
ema,25,ema,110,3,40,1816709.975516561
sma,50,ema,65,7,10,1816225.3194318037
ema,55,sma,110,3,20,1815794.7261610732
sma,10,sma,15,7,45,1815662.5943876416
ema,105,ema,120,3,25,1814085.8031885775
sma,20,ema,120,3,30,1813044.384103284
ema,40,ema,80,3,45,1813028.0294251083
ema,30,sma,120,3,25,1812843.6434075134
ema,15,sma,100,3,15,1812564.3219286094
ema,15,sma,100,3,30,1811845.6157568505
sma,45,ema,75,7,45,1811569.5188374333
sma,10,ema,15,3,20,1811264.3830904786
sma,50,ema,70,3,25,1811207.6708142336
sma,45,ema,85,3,20,1811206.8667884725
ema,45,sma,110,7,45,1810538.280113467
sma,65,ema,120,3,30,1809399.5383540255
ema,20,sma,95,3,35,1808922.148731309
sma,110,ema,240,14,45,1808732.2111919785
sma,55,ema,70,14,30,1808160.5040384515
ema,25,ema,110,3,45,1806651.0430316024
sma,70,sma,85,7,35,1806259.768531749
sma,80,ema,120,7,20,1806054.6708241315
sma,50,sma,55,3,30,1805466.1690952072
sma,80,ema,120,14,20,1804621.4066571528
sma,15,sma,105,3,40,1804355.8605132336
sma,60,ema,110,14,45,1803133.355222672
sma,15,sma,105,7,45,1801872.5925419952
ema,50,ema,65,3,40,1799982.8118135207
ema,15,sma,100,3,20,1799863.646590076
sma,10,sma,15,14,35,1799572.7546632548
sma,15,sma,105,3,15,1799343.121895105
sma,70,sma,85,7,25,1798986.1985287333
sma,5,sma,10,7,45,1798941.2522819033
ema,35,ema,90,3,20,1798593.746922165
sma,10,sma,15,7,20,1798556.3482126053
ema,85,sma,120,3,25,1798088.568574097
sma,95,sma,100,7,30,1797992.318041817
sma,60,ema,120,14,40,1797559.2490695964
sma,70,ema,100,14,20,1796704.6293723243
sma,15,sma,105,3,30,1796289.774120947
sma,70,sma,85,3,30,1796098.530905377
sma,55,ema,95,3,10,1794094.3444208608
sma,80,ema,120,7,40,1793517.1886550884
sma,10,ema,95,3,45,1792546.017621391
sma,10,sma,15,7,15,1792148.1184325956
sma,60,ema,80,14,15,1792145.555322117
sma,35,sma,90,3,40,1790934.4622916111
sma,15,sma,105,3,25,1790843.5010124873
sma,45,ema,85,3,15,1790311.8428143773
sma,95,sma,100,7,40,1790113.4477122936
sma,10,sma,15,7,30,1790013.4911081092
sma,30,ema,55,7,40,1788998.4120556049
ema,15,ema,110,3,45,1788671.6802934764
sma,70,ema,100,7,20,1788470.7251491572
sma,35,sma,90,3,45,1788328.0903875157
sma,55,ema,95,3,20,1786067.022263851
sma,55,ema,65,14,30,1785183.738895759
sma,60,ema,120,3,25,1784712.7266009718
sma,5,sma,70,14,45,1783132.8969384339
ema,110,ema,120,3,25,1782794.6708312833
sma,45,ema,85,3,25,1782430.719206776
ema,20,sma,95,3,40,1781631.7710415036
ema,25,ema,110,3,35,1781409.1448781257
sma,110,ema,240,14,40,1780190.536722454
sma,5,sma,55,14,40,1779496.312699205
ema,50,sma,110,3,35,1779376.402332068
sma,50,ema,70,14,15,1779372.7801445466
ema,20,ema,100,3,45,1779228.4438354303
sma,60,ema,80,14,20,1779006.0212072702
sma,15,sma,105,3,35,1778693.79241018
sma,10,ema,15,14,40,1778172.490377758
ema,85,sma,120,3,30,1777744.6080888796
sma,75,ema,110,7,10,1777353.170862663
sma,45,ema,60,7,35,1776366.7829899436
sma,65,ema,85,7,15,1776074.8146654144
ema,35,ema,90,3,15,1774460.2386334124
sma,55,ema,90,3,15,1773741.7215350906
sma,55,ema,95,3,15,1772441.023366983
sma,65,ema,90,7,35,1772374.4669162594
sma,50,ema,65,3,15,1771768.6639806551
sma,100,sma,120,14,45,1771405.6851022409
ema,25,ema,110,3,30,1771291.2363210318
sma,30,ema,60,3,35,1770919.092167428
sma,10,ema,15,3,15,1770588.8805259694
ema,20,ema,100,3,40,1770250.1763790746
ema,15,ema,110,3,25,1769935.4997930073
ema,15,ema,110,3,30,1769242.4511839664
ema,105,ema,120,3,30,1769035.6992586197
ema,105,ema,120,3,45,1768814.8537487164
sma,50,ema,70,14,30,1768735.2207063227
ema,70,sma,120,3,45,1768536.0170172881
sma,60,ema,120,14,35,1768529.5112434335
sma,70,sma,85,7,45,1768172.211547995
ema,5,ema,15,14,40,1767524.246789841
ema,35,ema,90,3,30,1764883.0413277156
ema,35,sma,70,3,45,1764427.370608956
sma,55,ema,75,7,10,1763584.3140103535
sma,10,ema,15,14,45,1763525.3964827443
sma,50,ema,70,7,10,1763313.5369828162
sma,80,ema,120,14,25,1762326.2275748577
sma,100,sma,120,14,40,1762139.1340218184
sma,65,ema,85,14,20,1761547.2275466803
sma,60,ema,80,14,10,1761383.9456680284
ema,15,ema,110,3,40,1761260.637279984
sma,50,ema,70,7,15,1758355.3335659388
ema,15,ema,110,3,20,1756888.0084422266
sma,50,ema,70,3,30,1756399.770898991
ema,20,ema,90,3,45,1755064.8665040594
sma,10,ema,15,7,45,1754371.3825486596
sma,25,ema,85,3,45,1753743.8870373226
ema,105,ema,120,3,35,1753074.3500311768
sma,60,ema,120,3,30,1752982.6024233038
sma,50,ema,75,7,40,1752070.634032271
sma,35,ema,45,3,30,1751506.312088135
sma,55,ema,90,3,20,1751408.8798367542
sma,65,ema,110,3,20,1751169.1637097076
sma,35,sma,120,3,40,1751133.6321397955
ema,20,ema,90,3,40,1749941.6907033394
sma,10,ema,95,3,40,1749558.9978838381
ema,5,sma,60,14,45,1748672.6719438662
sma,70,ema,100,14,10,1747696.522748838
ema,25,ema,110,3,20,1744893.8926460883
sma,75,ema,110,14,30,1744014.517301945
sma,55,ema,95,14,45,1743740.4686184458
sma,50,sma,55,7,25,1743399.2948267034
sma,55,sma,60,14,40,1743242.58906955
ema,55,ema,60,3,45,1742390.3012981855
ema,85,sma,120,3,35,1742311.2155041525
sma,50,sma,55,7,40,1741219.2303618642
sma,70,ema,105,3,45,1741009.6465419931
sma,75,ema,120,7,35,1740354.5589576925
sma,15,sma,105,3,10,1738682.7282617597
sma,75,sma,85,3,45,1738589.1706890801
sma,100,sma,110,3,45,1738528.9285916435
sma,55,ema,65,14,35,1738004.884919977
sma,75,ema,110,7,15,1736063.4892605138
ema,15,ema,110,3,35,1735948.6548128414
ema,105,ema,110,3,25,1735498.7872796082
ema,30,ema,100,3,40,1734464.1462601784
ema,25,ema,110,3,25,1734025.7893453557
sma,55,ema,65,3,30,1733632.1824377214
sma,35,ema,45,3,20,1733601.3864914118
sma,60,ema,120,7,30,1732736.9883896795
sma,45,ema,55,14,45,1732628.8789634828
sma,30,ema,80,7,45,1732328.7581749805
ema,20,sma,55,3,35,1731209.2617338805
sma,50,ema,65,3,10,1730880.9552032622
sma,55,ema,240,3,10,1730442.0070389288
ema,35,ema,70,3,45,1729528.7440097085
sma,50,sma,55,7,45,1729343.3482245712
sma,30,sma,120,14,45,1729181.4405538058
sma,105,sma,110,14,35,1728888.428673414
sma,55,ema,90,3,25,1728414.6682606752
sma,45,ema,55,14,25,1727950.436757212
ema,55,sma,110,3,45,1727792.594663315
sma,30,ema,35,3,45,1726532.8179361955
ema,35,ema,90,3,35,1725788.3564446853
sma,40,ema,60,7,45,1724686.3774086966
sma,55,ema,95,3,25,1722618.6637745344
sma,55,ema,85,7,45,1721934.6394822097
sma,15,sma,105,3,45,1720855.3761591017
sma,60,ema,80,7,10,1720137.3667671212
ema,20,ema,100,3,35,1720064.819719171
sma,45,ema,85,3,30,1719325.7718959907
sma,70,sma,105,3,40,1718646.8236330387
sma,60,ema,95,3,10,1718629.422976759
ema,105,sma,240,7,25,1717032.8656697404
sma,60,ema,95,3,20,1716708.1837811824
sma,50,ema,60,7,20,1715854.1292175613
ema,5,ema,10,14,40,1715031.9176427887
ema,110,ema,120,3,30,1713514.7672559214
ema,25,ema,85,3,45,1713278.3628261178
sma,70,ema,120,3,20,1712539.6126824834
sma,65,ema,120,3,10,1712046.2246225127
sma,5,ema,30,14,40,1711406.5998202984
ema,25,ema,85,3,40,1710815.249713888
ema,100,ema,120,3,35,1709926.667006537
sma,45,ema,60,14,45,1709767.53231951
ema,60,sma,110,3,40,1709358.6227640018
ema,110,ema,120,3,35,1709348.0443170418
sma,40,ema,75,3,35,1709212.9607389758
sma,10,ema,15,7,10,1709128.477639975
ema,5,ema,45,14,45,1708192.9081384123
sma,30,ema,60,3,45,1708187.9222787744
sma,55,ema,240,3,15,1707576.8066758788
sma,70,sma,85,3,10,1705809.3309124508
ema,50,sma,110,3,45,1705589.67373128
ema,105,ema,120,3,40,1704816.6551184622
sma,70,ema,95,3,35,1703164.5845932395
sma,65,ema,85,7,10,1702275.9543840068
sma,70,ema,100,7,10,1701891.4190164618
sma,45,ema,85,3,35,1701323.4731526547
sma,10,ema,15,7,15,1700983.8489702363
sma,80,ema,120,14,35,1700104.1225832277
sma,60,ema,95,3,15,1700052.404374429
sma,70,ema,105,7,30,1698663.002409046
sma,10,sma,15,3,15,1698441.87243571
sma,5,sma,15,14,45,1697571.5621772276
sma,55,sma,100,3,40,1696762.2354173465
sma,70,ema,105,7,35,1695428.9216280412
sma,10,ema,15,7,25,1695324.3401840176
sma,10,ema,15,7,35,1693301.4553369102
sma,35,sma,120,3,30,1693102.8405041916
sma,10,ema,15,14,30,1692727.5786832138
ema,35,ema,70,3,40,1692544.2557751806
sma,45,ema,60,14,40,1692510.4268258738
sma,50,ema,65,3,25,1692505.1061467777
ema,105,sma,240,14,30,1692206.1730719793
sma,65,ema,85,7,35,1691777.9230320873
ema,100,ema,120,3,40,1689931.7641103799
sma,10,sma,15,3,20,1688603.9886909374
sma,55,sma,120,7,35,1687744.635281567
sma,55,ema,100,3,25,1687356.3499438756
ema,20,sma,55,3,20,1687172.561953023
sma,5,sma,240,3,40,1687139.2062792268
ema,60,sma,110,3,35,1686911.9142123573
sma,70,ema,90,14,40,1686512.256901373
sma,10,ema,15,14,35,1685977.9342743985
ema,20,ema,100,3,30,1685460.2277711113
sma,5,ema,55,14,45,1685022.7743052535
sma,75,ema,100,14,10,1684942.3517893993
sma,30,ema,60,3,40,1684741.600732896
ema,20,ema,100,3,25,1683793.5937774642
ema,65,sma,100,3,40,1683664.6331024102
sma,20,ema,120,3,40,1683346.3242479397
sma,20,ema,120,3,45,1682636.6271995022
sma,55,ema,65,7,20,1682557.0938717003
sma,85,sma,100,3,40,1682485.8407212144
ema,35,ema,90,3,25,1682322.1829941461
sma,65,ema,120,3,15,1682200.6030658607
sma,75,ema,100,14,15,1681727.8420005466
sma,50,sma,55,7,20,1681613.19031622
sma,50,ema,70,14,25,1680924.0709522646
ema,50,sma,110,3,40,1679980.2439478412
sma,40,ema,55,14,35,1679076.5939536223
sma,55,sma,100,3,45,1678451.0218583527
ema,35,ema,70,3,25,1678403.4524192358
sma,50,ema,75,7,45,1677953.1026343456
ema,20,ema,100,3,20,1677280.21093218
sma,70,ema,100,14,25,1677083.9675998208
ema,35,ema,70,3,20,1675822.2120230591
sma,10,sma,15,3,10,1675748.1889475812
ema,30,ema,100,3,35,1675594.5660959037
ema,5,sma,55,14,45,1675516.4939266494
sma,65,ema,85,14,10,1675003.6247266743
ema,30,ema,100,3,45,1674398.4259734466
ema,20,sma,55,3,25,1673953.3098263654
sma,95,sma,105,7,45,1673126.7971072155
ema,25,ema,85,3,20,1672810.72056175
sma,10,sma,15,14,45,1671279.0150830948
sma,70,ema,90,14,35,1670710.0860325282
sma,5,sma,240,3,35,1670382.5719118782
sma,55,ema,100,7,45,1669340.4933851217
sma,10,sma,15,7,10,1666503.7866206884
sma,50,ema,80,3,10,1664041.74050991
ema,15,sma,100,3,45,1664036.0481194835
sma,55,sma,240,3,15,1663992.2728615373
sma,5,sma,240,3,30,1663102.2471631707
ema,95,sma,120,3,25,1663026.9590883723
ema,45,ema,55,3,45,1663004.6085704975
ema,110,ema,120,3,40,1662988.4873115309
ema,110,ema,120,3,45,1661335.2450586532
ema,30,ema,100,3,30,1660901.4349703814
sma,55,ema,95,3,30,1660563.2506318933
sma,80,sma,120,3,15,1660223.2214488129
sma,75,ema,120,7,40,1659995.728210956
sma,75,ema,105,14,10,1658702.5255094334
ema,60,sma,110,3,45,1658441.8212516857
ema,65,sma,110,3,20,1657825.4196851049
sma,55,ema,65,14,25,1657555.8380390168
sma,50,sma,55,7,35,1657257.4500566479
sma,10,ema,15,14,25,1657160.8004646825
sma,40,ema,75,3,40,1657115.8075703564
sma,75,ema,105,14,15,1655734.0964543223
ema,20,sma,55,3,15,1655507.2474454027
ema,105,sma,240,7,30,1655387.9008297983
sma,55,ema,90,3,30,1655340.8342724568
sma,10,ema,15,7,40,1655247.0557791989
ema,35,ema,70,3,35,1655065.7622430064
sma,10,sma,15,14,40,1653371.6364982198
sma,10,ema,15,14,10,1652921.3117752464
sma,80,ema,120,7,35,1651826.0660665394
sma,5,ema,35,14,40,1651528.6642711125
sma,10,ema,95,3,35,1651394.6216343783
ema,55,sma,110,3,40,1650680.5571417985
sma,55,sma,120,7,45,1649265.9931715939
ema,105,sma,240,14,35,1648770.2621506823
ema,15,sma,100,3,35,1648737.549604772
sma,60,ema,110,7,45,1648504.5646350565
sma,60,ema,120,7,40,1648454.1199212275
sma,60,ema,120,3,35,1648362.3197004304
sma,5,ema,50,14,45,1648354.960437446
sma,70,sma,90,3,20,1648291.1225802065
sma,5,sma,240,3,45,1648066.6841050687
sma,65,ema,85,14,15,1647921.6185335899
sma,40,ema,55,14,45,1647807.2371864545
sma,50,ema,65,14,10,1647284.1814203486
sma,60,ema,70,14,10,1647051.9438169263
sma,40,ema,55,3,45,1647046.0054641333
sma,70,sma,85,7,40,1646431.1696813428
ema,25,ema,85,3,35,1646327.277713255
sma,30,sma,120,3,30,1646030.882939319
sma,10,ema,15,14,15,1645739.206256941
sma,25,ema,90,3,20,1644882.8296175576
sma,30,sma,35,7,30,1644866.765511093
sma,10,sma,15,3,30,1644785.2094488384
ema,45,ema,50,3,45,1644783.1095894594
sma,60,ema,120,7,35,1644199.0950019322
ema,105,ema,110,3,30,1644079.1038360181
ema,40,ema,60,3,45,1643886.9137212108
sma,50,ema,65,14,45,1643830.955227382
sma,10,sma,15,3,35,1643778.580471359
sma,25,ema,90,3,45,1643168.8119219495
sma,10,sma,15,14,30,1640223.4718702852
ema,10,sma,25,7,40,1639778.5949153583
sma,70,ema,100,14,35,1639669.1719248178
sma,45,ema,60,7,45,1639078.6816334934
ema,20,sma,55,3,30,1638771.0585281702
ema,20,sma,55,3,40,1638626.3133938927
ema,105,sma,240,14,40,1638095.1361554437
sma,75,sma,85,3,15,1637529.5411732453
sma,5,sma,240,3,20,1636995.7439214198
sma,50,ema,75,3,20,1636788.0398535903
sma,5,sma,240,3,25,1636587.2564142968
ema,65,sma,240,7,40,1636384.273013109
sma,40,ema,55,14,40,1636156.4734439661
ema,50,ema,65,3,45,1636014.3587867424
ema,55,sma,110,3,35,1635851.3886398252
ema,25,ema,85,3,30,1635836.3308196778
ema,35,ema,70,3,30,1635740.628059909
ema,15,sma,100,3,40,1634942.753730249
sma,10,ema,15,14,20,1634917.1324364715
sma,30,ema,80,7,40,1634781.9547012078
ema,45,ema,55,3,40,1634736.1669017223
ema,5,sma,15,14,45,1634510.4162811486
sma,40,ema,50,14,40,1633771.04596697
sma,5,sma,240,3,15,1633458.5167083398
ema,90,sma,110,3,45,1633303.1501079367
ema,95,sma,120,3,45,1633255.9944477407
ema,5,sma,30,7,45,1633010.0899989835
ema,40,ema,60,3,20,1632278.3898122155
ema,5,sma,85,3,45,1632266.952648077
ema,10,sma,25,7,35,1631772.1217427321
sma,50,ema,75,3,30,1631576.8940179858
sma,60,ema,90,7,35,1631567.9483222547
sma,70,ema,95,7,20,1630668.5494296323
sma,10,sma,15,14,20,1630236.4891026
sma,10,sma,15,14,15,1630236.4891026
sma,10,sma,15,14,10,1630236.4891026
sma,10,sma,15,14,25,1629660.9759897906
sma,70,sma,110,7,45,1628694.293968703
sma,65,ema,85,7,30,1628675.9229357622
sma,60,ema,110,3,25,1628558.5695585695
sma,45,sma,95,3,20,1628546.4888125914
sma,60,sma,105,7,40,1627972.903365829
ema,45,ema,55,3,30,1627789.3531662792
sma,45,sma,95,3,25,1627351.151724511
sma,55,sma,240,3,10,1626139.0826505001
sma,55,ema,65,14,10,1625065.8594070547
sma,25,ema,85,3,25,1624100.0840890442
sma,50,ema,70,7,35,1623669.2186896151
ema,100,ema,120,3,45,1623481.9223412129
ema,30,ema,100,3,25,1623284.5622226296
sma,30,sma,120,3,35,1621903.6985436496
ema,25,ema,85,3,25,1621770.3600926364
ema,40,ema,60,3,40,1621462.8197997296
sma,70,sma,110,3,45,1621312.383147939
ema,65,sma,100,3,45,1621222.8009845123
ema,45,ema,55,3,20,1621076.0365559477
sma,25,ema,85,3,20,1619907.2952798805
sma,70,ema,105,7,40,1619795.9184726528
ema,45,ema,55,3,25,1619737.2480062994
sma,45,ema,60,7,30,1619529.6248407876
sma,5,sma,55,14,45,1619338.0358917834
ema,100,sma,240,14,45,1619230.4027359642
sma,30,ema,105,3,30,1618538.8129004026
ema,45,ema,55,3,35,1618201.8260381978
sma,10,sma,15,3,40,1618031.9188325254
sma,75,sma,120,3,35,1617538.1713502568
sma,5,sma,85,3,45,1616927.1179261152
sma,35,ema,45,3,35,1616761.939169558
sma,55,ema,70,14,20,1616687.1687365004
sma,70,sma,105,3,45,1616605.0686276983
sma,30,ema,75,7,45,1616514.060670985
sma,75,ema,110,3,10,1615921.9092835677
ema,55,ema,240,3,30,1615897.147278559
sma,30,ema,55,3,20,1615135.841625312
sma,75,ema,105,14,45,1614317.6259881058
sma,55,ema,90,3,40,1613243.8777368888
sma,55,sma,240,3,20,1613230.762993077
sma,10,ema,15,7,30,1612961.6087289415
sma,60,ema,95,3,25,1612541.6887695047
ema,55,ema,240,3,25,1611798.7774541092
ema,55,ema,240,3,35,1611248.6247529173
